Theme,Name,Code
4차산업 수혜주,오픈베이스,049480
4차산업 수혜주,TPC,048770
4차산업 수혜주,휴림네트웍스,192410
4차산업 수혜주,DSC인베스트먼트,241520
4차산업 수혜주,인피니트헬스케어,071200
4차산업 수혜주,모바일어플라이언스,087260
4차산업 수혜주,LG전자,066570
4차산업 수혜주,TS인베스트먼트,246690
4차산업 수혜주,지엔씨에너지,119850
4차산업 수혜주,모비스,250060
4차산업 수혜주,삼성전자,005930
4차산업 수혜주,셀바스AI,108860
4차산업 수혜주,아이엠,101390
4차산업 수혜주,LG유플러스,032640
4차산업 수혜주,SK텔레콤,017670
4차산업 수혜주,DH오토웨어,025440
4차산업 수혜주,비트컴퓨터,032850
4차산업 수혜주,이스트소프트,047560
4차산업 수혜주,SK,034730
4차산업 수혜주,NAVER,035420
4차산업 수혜주,SGA솔루션즈,184230
4차산업 수혜주,유니퀘스트,077500
4차산업 수혜주,알서포트,131370
4차산업 수혜주,SBI인베스트먼트,019550
4차산업 수혜주,포스코DX,022100
4차산업 수혜주,우리기술투자,041190
NI(네트워크통합),오파스넷,173130
NI(네트워크통합),에스넷,038680
NI(네트워크통합),콤텍시스템,031820
NI(네트워크통합),인성정보,033230
NI(네트워크통합),오픈베이스,049480
NI(네트워크통합),링네트,042500
NI(네트워크통합),광무,029480
NI(네트워크통합),누리플렉스,040160
시스템반도체,에이직랜드,445090
시스템반도체,고영,098460
시스템반도체,파두,440110
시스템반도체,텔레칩스,054450
시스템반도체,퀄리타스반도체,432720
시스템반도체,어보브반도체,102120
시스템반도체,가온칩스,399720
시스템반도체,시그네틱스,033170
시스템반도체,아이에이,038880
시스템반도체,리노공업,058470
시스템반도체,아진엑스텍,059120
시스템반도체,에이엘티,172670
시스템반도체,에이디테크놀로지,200710
시스템반도체,라닉스,317120
시스템반도체,이미지스,115610
시스템반도체,케이알엠,093640
시스템반도체,자람테크놀로지,389020
시스템반도체,SFA반도체,036540
시스템반도체,앤씨앤,092600
시스템반도체,피에스케이,319660
시스템반도체,윈팩,097800
시스템반도체,디아이,003160
시스템반도체,지니틱스,303030
시스템반도체,에이디칩스,054630
시스템반도체,SK하이닉스,000660
시스템반도체,오픈엣지테크놀로지,394280
시스템반도체,넥스트칩,396270
시스템반도체,네패스,033640
시스템반도체,미래반도체,254490
시스템반도체,아이앤씨,052860
시스템반도체,두산테스나,131970
시스템반도체,오디텍,080520
시스템반도체,삼성전자,005930
시스템반도체,DB하이텍,000990
시스템반도체,아이텍,119830
시스템반도체,코아시아,045970
시스템반도체,LX세미콘,108320
시스템반도체,에스앤에스텍,101490
시스템반도체,매커스,093520
시스템반도체,칩스앤미디어,094360
시스템반도체,하나마이크론,067310
시스템반도체,아나패스,123860
시스템반도체,네패스아크,330860
시스템반도체,LB루셈,376190
시스템반도체,LB세미콘,061970
시스템반도체,시지트로닉스,429270
시스템반도체,한미반도체,042700
시스템반도체,테크윙,089030
시스템반도체,큐알티,405100
미용기기,비올,335890
미용기기,이루다,164060
미용기기,제테마,216080
미용기기,클래시스,214150
미용기기,제이시스메디칼,287410
미용기기,파마리서치,214450
미용기기,원텍,336570
미용기기,한국비엔씨,256840
미용기기,하이로닉,149980
미용기기,휴젤,145020
미용기기,휴온스글로벌,084110
미용기기,메디톡스,086900
미용기기,유한양행,000100
미용기기,대웅제약,069620
미용기기,휴메딕스,200670
갤럭시 부품주,세코닉스,053450
갤럭시 부품주,신화콘텍,187270
갤럭시 부품주,시노펙스,025320
갤럭시 부품주,와이팜,332570
갤럭시 부품주,제이앤티씨,204270
갤럭시 부품주,아모그린텍,125210
갤럭시 부품주,아모텍,052710
갤럭시 부품주,뉴프렉스,085670
갤럭시 부품주,인탑스,049070
갤럭시 부품주,드림텍,192650
갤럭시 부품주,자화전자,033240
갤럭시 부품주,기가레인,049080
갤럭시 부품주,모베이스,101330
갤럭시 부품주,캠시스,050110
갤럭시 부품주,나무가,190510
갤럭시 부품주,파워로직스,047310
갤럭시 부품주,레몬,294140
갤럭시 부품주,비에이치,090460
갤럭시 부품주,덕산네오룩스,213420
갤럭시 부품주,한솔테크닉스,004710
갤럭시 부품주,씨유테크,376290
갤럭시 부품주,코리아써키트,007810
갤럭시 부품주,이수페타시스,007660
갤럭시 부품주,삼성전기,009150
갤럭시 부품주,인터플렉스,051370
갤럭시 부품주,세경하이테크,148150
갤럭시 부품주,삼성전자,005930
갤럭시 부품주,이녹스첨단소재,272290
갤럭시 부품주,앤디포스,238090
갤럭시 부품주,이랜텍,054210
갤럭시 부품주,아이엠,101390
갤럭시 부품주,KH바텍,060720
갤럭시 부품주,엠씨넥스,097520
갤럭시 부품주,파트론,091700
갤럭시 부품주,알에프텍,061040
갤럭시 부품주,옵트론텍,082210
갤럭시 부품주,유티아이,179900
갤럭시 부품주,PI첨단소재,178920
갤럭시 부품주,대덕전자,353200
갤럭시 부품주,켐트로닉스,089010
사물인터넷,소니드,060230
사물인터넷,유진로봇,056080
사물인터넷,케이사인,192250
사물인터넷,우리로,046970
사물인터넷,삼성에스디에스,018260
사물인터넷,에스넷,038680
사물인터넷,에이디테크놀로지,200710
사물인터넷,기가레인,049080
사물인터넷,에이텍,045660
사물인터넷,코콤,015710
사물인터넷,트루엔,417790
사물인터넷,코맥스,036690
사물인터넷,엑사이엔씨,054940
사물인터넷,에이디칩스,054630
사물인터넷,오픈베이스,049480
사물인터넷,가온그룹,078890
사물인터넷,케이엘넷,039420
사물인터넷,다산네트웍스,039560
사물인터넷,엔텔스,069410
사물인터넷,두산테스나,131970
사물인터넷,삼진,032750
사물인터넷,HDC랩스,039570
사물인터넷,한국전자인증,041460
사물인터넷,효성ITX,094280
사물인터넷,유비쿼스,264450
사물인터넷,아이엠,101390
사물인터넷,비츠로시스,054220
사물인터넷,LG유플러스,032640
사물인터넷,대한과학,131220
사물인터넷,SGA솔루션즈,184230
사물인터넷,SGA,049470
사물인터넷,누리플렉스,040160
사물인터넷,텔레필드,091440
3D 프린터,로보스타,090360
3D 프린터,코렌텍,104540
3D 프린터,하이비젼시스템,126700
3D 프린터,휴림로봇,090710
3D 프린터,스맥,099440
3D 프린터,세중,039310
3D 프린터,TPC,048770
3D 프린터,모아텍,033200
3D 프린터,티앤알바이오팹,246710
3D 프린터,에스티아이,039440
코로나19(혈장치료/혈장치료제),시노펙스,025320
코로나19(혈장치료/혈장치료제),레몬,294140
코로나19(혈장치료/혈장치료제),일신바이오,068330
코로나19(혈장치료/혈장치료제),한국유니온제약,080720
코로나19(혈장치료/혈장치료제),서린바이오,038070
코로나19(혈장치료/혈장치료제),블레이드 Ent,044480
전력설비,LS전선아시아,229640
전력설비,HD현대일렉트릭,267260
전력설비,보성파워텍,006910
전력설비,제룡전기,033100
전력설비,일진전기,103590
전력설비,효성중공업,298040
전력설비,제룡산업,147830
전력설비,비츠로테크,042370
전력설비,LS ELECTRIC,010120
전력설비,한전KPS,051600
전력설비,세명전기,017510
전력설비,광명전기,017040
전력설비,제일전기공업,199820
전력설비,피앤씨테크,237750
전력설비,대원전선,006340
전력설비,지투파워,388050
전력설비,비츠로시스,054220
전력설비,서전기전,189860
전력설비,한전산업,130660
전력설비,한국전력,015760
전력설비,금화피에스시,036190
전력설비,LS,006260
전력설비,대한전선,001440
전력설비,가온전선,000500
전력설비,두산에너빌리티,034020
전력설비,에이루트,096690
보안주(정보),엑스게이트,356680
보안주(정보),디지캡,197140
보안주(정보),가비아,079940
보안주(정보),케이사인,192250
보안주(정보),안랩,053800
보안주(정보),벨로크,424760
보안주(정보),에스넷,038680
보안주(정보),드림시큐리티,203650
보안주(정보),라닉스,317120
보안주(정보),파수,150900
보안주(정보),파이오링크,170790
보안주(정보),지니언스,263860
보안주(정보),지란지교시큐리티,208350
보안주(정보),휴네시온,290270
보안주(정보),시큐레터,418250
보안주(정보),소프트캠프,258790
보안주(정보),오픈베이스,049480
보안주(정보),코닉오토메이션,391710
보안주(정보),다우데이타,032190
보안주(정보),이글루,067920
보안주(정보),플랜티넷,075130
보안주(정보),한컴위드,054920
보안주(정보),이니텍,053350
보안주(정보),시큐브,131090
보안주(정보),싸이버원,356890
보안주(정보),나노씨엠에스,247660
보안주(정보),한국전자인증,041460
보안주(정보),샌즈랩,411080
보안주(정보),윈스,136540
보안주(정보),모니터랩,434480
보안주(정보),수산아이앤티,050960
보안주(정보),에스에스알,275630
보안주(정보),라온시큐어,042510
보안주(정보),한싹,430690
보안주(정보),이스트소프트,047560
보안주(정보),모코엠시스,333050
보안주(정보),헥토이노베이션,214180
보안주(정보),SGA솔루션즈,184230
보안주(정보),SGA,049470
보안주(정보),한국정보인증,053300
보안주(정보),나노브릭,286750
보안주(정보),아톤,158430
보안주(정보),신시웨이,290560
보안주(정보),시큐센,232830
2023 상반기 신규상장,엑스게이트,356680
2023 상반기 신규상장,지아이이노베이션,358570
2023 상반기 신규상장,스튜디오미르,408900
2023 상반기 신규상장,슈어소프트테크,298830
2023 상반기 신규상장,화인써키트,127980
2023 상반기 신규상장,꿈비,407400
2023 상반기 신규상장,팸텍,271830
2023 상반기 신규상장,LB인베스트먼트,309960
2023 상반기 신규상장,마녀공장,439090
2023 상반기 신규상장,진영,285800
2023 상반기 신규상장,제이오,418550
2023 상반기 신규상장,오픈놀,440320
2023 상반기 신규상장,프로티아,303360
2023 상반기 신규상장,자람테크놀로지,389020
2023 상반기 신규상장,나라셀라,405920
2023 상반기 신규상장,셀바이오휴먼텍,318160
2023 상반기 신규상장,삼기이브이,419050
2023 상반기 신규상장,토마토시스템,393210
2023 상반기 신규상장,트루엔,417790
2023 상반기 신규상장,이노진,344860
2023 상반기 신규상장,IBKS제22호스팩,448760
2023 상반기 신규상장,라온텍,418420
2023 상반기 신규상장,미래반도체,254490
2023 상반기 신규상장,한주라이트메탈,198940
2023 상반기 신규상장,유안타제12호스팩,446150
2023 상반기 신규상장,에스바이오메딕스,304360
2023 상반기 신규상장,금양그린파워,282720
2023 상반기 신규상장,나노팀,417010
2023 상반기 신규상장,삼성스팩8호,448740
2023 상반기 신규상장,미래에셋드림스팩1호,442900
2023 상반기 신규상장,하나27호스팩,448370
2023 상반기 신규상장,샌즈랩,411080
2023 상반기 신규상장,오브젠,417860
2023 상반기 신규상장,엔에이치스팩28호,450410
2023 상반기 신규상장,모니터랩,434480
2023 상반기 신규상장,유안타제13호스팩,449020
2023 상반기 신규상장,미래에셋비전스팩2호,446190
2023 상반기 신규상장,바이오인프라,199730
2023 상반기 신규상장,미래에셋비전스팩3호,448830
2023 상반기 신규상장,한화리츠,451800
2023 상반기 신규상장,하나26호스팩,446750
2023 상반기 신규상장,하나29호스팩,454640
2023 상반기 신규상장,티이엠씨,425040
2023 상반기 신규상장,씨유박스,340810
2023 상반기 신규상장,키움제8호스팩,446840
2023 상반기 신규상장,엔에이치스팩29호,451700
2023 상반기 신규상장,삼성FN리츠,448730
2023 상반기 신규상장,KB제25호스팩,455250
2023 상반기 신규상장,마이크로투나노,424980
2023 상반기 신규상장,알멕,354320
2023 상반기 신규상장,큐라티스,348080
2023 상반기 신규상장,시큐센,232830
2023 상반기 신규상장,기가비스,420770
MVNO(가상이동통신망사업자),아이즈비전,031310
MVNO(가상이동통신망사업자),에스원,012750
MVNO(가상이동통신망사업자),CJ ENM,035760
MVNO(가상이동통신망사업자),스카이라이프,053210
MVNO(가상이동통신망사업자),인스코비,006490
MVNO(가상이동통신망사업자),한국정보통신,025770
MVNO(가상이동통신망사업자),LG헬로비전,037560
MVNO(가상이동통신망사업자),대성홀딩스,016710
MVNO(가상이동통신망사업자),세종텔레콤,036630
DMZ 평화공원,코아스,071950
DMZ 평화공원,유진로봇,056080
DMZ 평화공원,시그네틱스,033170
DMZ 평화공원,퍼스텍,010820
DMZ 평화공원,웹스,196700
DMZ 평화공원,누리플랜,069140
DMZ 평화공원,씨아이테크,004920
DMZ 평화공원,시공테크,020710
DMZ 평화공원,자연과환경,043910
DMZ 평화공원,크라운해태홀딩스,005740
DMZ 평화공원,모헨즈,006920
DMZ 평화공원,이화공영,001840
DMZ 평화공원,딜리,131180
DMZ 평화공원,삼륭물산,014970
DMZ 평화공원,일신석재,007110
DMZ 평화공원,웰크론,065950
DMZ 평화공원,용평리조트,070960
DMZ 평화공원,대창스틸,140520
DMZ 평화공원,하이드로리튬,101670
카메라모듈/부품,세코닉스,053450
카메라모듈/부품,라온피플,300120
카메라모듈/부품,팸텍,271830
카메라모듈/부품,LG이노텍,011070
카메라모듈/부품,하이비젼시스템,126700
카메라모듈/부품,동운아나텍,094170
카메라모듈/부품,퓨런티어,370090
카메라모듈/부품,아이윈플러스,123010
카메라모듈/부품,바이오로그디바이스,208710
카메라모듈/부품,자화전자,033240
카메라모듈/부품,캠시스,050110
카메라모듈/부품,나무가,190510
카메라모듈/부품,파워로직스,047310
카메라모듈/부품,액트로,290740
카메라모듈/부품,삼성전기,009150
카메라모듈/부품,성우전자,081580
카메라모듈/부품,탑엔지니어링,065130
카메라모듈/부품,덕우전자,263600
카메라모듈/부품,재영솔루텍,049630
카메라모듈/부품,삼양옵틱스,225190
카메라모듈/부품,아이엠,101390
카메라모듈/부품,코아시아씨엠,196450
카메라모듈/부품,엠씨넥스,097520
카메라모듈/부품,파트론,091700
카메라모듈/부품,옵트론텍,082210
카메라모듈/부품,엘컴텍,037950
카메라모듈/부품,픽셀플러스,087600
카메라모듈/부품,SBW생명과학,151910
카메라모듈/부품,하이소닉,106080
카메라모듈/부품,해성옵틱스,076610
U-Healthcare(원격진료),제이엘케이,322510
U-Healthcare(원격진료),소프트센,032680
U-Healthcare(원격진료),라이프시맨틱스,347700
U-Healthcare(원격진료),유비케어,032620
U-Healthcare(원격진료),녹십자홀딩스,005250
U-Healthcare(원격진료),케어랩스,263700
U-Healthcare(원격진료),인성정보,033230
U-Healthcare(원격진료),토마토시스템,393210
U-Healthcare(원격진료),인바디,041830
U-Healthcare(원격진료),인피니트헬스케어,071200
U-Healthcare(원격진료),네오펙트,290660
U-Healthcare(원격진료),뷰웍스,100120
U-Healthcare(원격진료),차바이오텍,085660
U-Healthcare(원격진료),비트컴퓨터,032850
U-Healthcare(원격진료),이지케어텍,099750
U-Healthcare(원격진료),메디포스트,078160
U-Healthcare(원격진료),나노엔텍,039860
U-Healthcare(원격진료),JW중외제약,001060
U-Healthcare(원격진료),마크로젠,038290
2021 하반기 신규상장,래몽래인,200350
2021 하반기 신규상장,오비고,352910
2021 하반기 신규상장,알비더블유,361570
2021 하반기 신규상장,와이엠텍,273640
2021 하반기 신규상장,맥스트,377030
2021 하반기 신규상장,아이패밀리에스씨,114840
2021 하반기 신규상장,딥노이드,315640
2021 하반기 신규상장,엠로,058970
2021 하반기 신규상장,지앤비에스 에코,382800
2021 하반기 신규상장,에브리봇,270660
2021 하반기 신규상장,미래에셋글로벌리츠,396690
2021 하반기 신규상장,아이티아이즈,372800
2021 하반기 신규상장,지니너스,389030
2021 하반기 신규상장,브레인즈컴퍼니,099390
2021 하반기 신규상장,엔켐,348370
2021 하반기 신규상장,크래프톤,259960
2021 하반기 신규상장,지오엘리먼트,311320
2021 하반기 신규상장,피코그램,376180
2021 하반기 신규상장,트윔,290090
2021 하반기 신규상장,코닉오토메이션,391710
2021 하반기 신규상장,씨유테크,376290
2021 하반기 신규상장,라이콤,388790
2021 하반기 신규상장,한컴라이프케어,372910
2021 하반기 신규상장,바이젠셀,308080
2021 하반기 신규상장,원준,382840
2021 하반기 신규상장,엔에이치스팩20호,391060
2021 하반기 신규상장,아주스틸,139990
2021 하반기 신규상장,아스플로,159010
2021 하반기 신규상장,디어유,376300
2021 하반기 신규상장,한화플러스제2호스팩,386580
2021 하반기 신규상장,디앤디플랫폼리츠,377190
2021 하반기 신규상장,유진스팩7호,388800
2021 하반기 신규상장,프롬바이오,377220
2021 하반기 신규상장,지아이텍,382480
2021 하반기 신규상장,SK리츠,395400
2021 하반기 신규상장,바이오플러스,099430
2021 하반기 신규상장,툴젠,199800
2021 하반기 신규상장,바이옵트로,222160
2021 하반기 신규상장,HK이노엔,195940
2021 하반기 신규상장,에이비온,203400
2021 하반기 신규상장,마음AI,377480
2021 하반기 신규상장,하이제7호스팩,400840
2021 하반기 신규상장,비트나인,357880
2021 하반기 신규상장,롯데렌탈,089860
2021 하반기 신규상장,신한제8호스팩,393360
2021 하반기 신규상장,리파인,377450
2021 하반기 신규상장,플래티어,367000
2021 하반기 신규상장,교보11호스팩,397880
2021 하반기 신규상장,NH올원리츠,400760
2021 하반기 신규상장,카카오뱅크,323410
2021 하반기 신규상장,신한서부티엔디리츠,404990
2021 하반기 신규상장,일진하이솔루스,271940
2021 하반기 신규상장,실리콘투,257720
2021 하반기 신규상장,큐라클,365270
2021 하반기 신규상장,HD현대중공업,329180
2021 하반기 신규상장,카카오페이,377300
2021 하반기 신규상장,차백신연구소,261780
2021 하반기 신규상장,케이카,381970
2021 하반기 신규상장,원티드랩,376980
2021 하반기 신규상장,에스앤디,260970
2021 하반기 신규상장,에스디바이오센서,137310
OLED(유기 발광 다이오드),베셀,177350
OLED(유기 발광 다이오드),솔루스첨단소재,336370
OLED(유기 발광 다이오드),로보스타,090360
OLED(유기 발광 다이오드),HB솔루션,297890
OLED(유기 발광 다이오드),한솔아이원스,114810
OLED(유기 발광 다이오드),아바코,083930
OLED(유기 발광 다이오드),예선테크,250930
OLED(유기 발광 다이오드),선익시스템,171090
OLED(유기 발광 다이오드),티로보틱스,117730
OLED(유기 발광 다이오드),핌스,347770
OLED(유기 발광 다이오드),브이원텍,251630
OLED(유기 발광 다이오드),예스티,122640
OLED(유기 발광 다이오드),엘오티베큠,083310
OLED(유기 발광 다이오드),디바이스이엔지,187870
OLED(유기 발광 다이오드),케이엔제이,272110
OLED(유기 발광 다이오드),제이엠티,094970
OLED(유기 발광 다이오드),파인텍,131760
OLED(유기 발광 다이오드),윈텍,320000
OLED(유기 발광 다이오드),웰킵스하이텍,043590
OLED(유기 발광 다이오드),미래컴퍼니,049950
OLED(유기 발광 다이오드),신도기연,290520
OLED(유기 발광 다이오드),나래나노텍,137080
OLED(유기 발광 다이오드),HB테크놀러지,078150
OLED(유기 발광 다이오드),와이엠씨,155650
OLED(유기 발광 다이오드),와이투솔루션,011690
OLED(유기 발광 다이오드),우리넷,115440
OLED(유기 발광 다이오드),에스에프에이,056190
OLED(유기 발광 다이오드),필옵틱스,161580
OLED(유기 발광 다이오드),덕산네오룩스,213420
OLED(유기 발광 다이오드),LG디스플레이,034220
OLED(유기 발광 다이오드),DMS,068790
OLED(유기 발광 다이오드),나인테크,267320
OLED(유기 발광 다이오드),에프엔에스테크,083500
OLED(유기 발광 다이오드),에스엔유,080000
OLED(유기 발광 다이오드),케이피에스,256940
OLED(유기 발광 다이오드),힘스,238490
OLED(유기 발광 다이오드),LG전자,066570
OLED(유기 발광 다이오드),야스,255440
OLED(유기 발광 다이오드),탑엔지니어링,065130
OLED(유기 발광 다이오드),에스에이티이엔지,351320
OLED(유기 발광 다이오드),풍원정밀,371950
OLED(유기 발광 다이오드),비아트론,141000
OLED(유기 발광 다이오드),인베니아,079950
OLED(유기 발광 다이오드),삼성전자,005930
OLED(유기 발광 다이오드),프로이천,321260
OLED(유기 발광 다이오드),이녹스첨단소재,272290
OLED(유기 발광 다이오드),AP시스템,265520
OLED(유기 발광 다이오드),포인트엔지니어링,256630
OLED(유기 발광 다이오드),원익IPS,240810
OLED(유기 발광 다이오드),톱텍,108230
OLED(유기 발광 다이오드),램테크놀러지,171010
OLED(유기 발광 다이오드),영우디에스피,143540
OLED(유기 발광 다이오드),LX세미콘,108320
OLED(유기 발광 다이오드),상아프론테크,089980
OLED(유기 발광 다이오드),참엔지니어링,009310
OLED(유기 발광 다이오드),한솔케미칼,014680
OLED(유기 발광 다이오드),덕산테코피아,317330
OLED(유기 발광 다이오드),APS,054620
OLED(유기 발광 다이오드),PI첨단소재,178920
OLED(유기 발광 다이오드),엘디티,096870
OLED(유기 발광 다이오드),이엘피,063760
OLED(유기 발광 다이오드),아이컴포넌트,059100
OLED(유기 발광 다이오드),티에스이,131290
OLED(유기 발광 다이오드),동아엘텍,088130
OLED(유기 발광 다이오드),LG화학,051910
OLED(유기 발광 다이오드),아이씨디,040910
OLED(유기 발광 다이오드),피엔에이치테크,239890
OLED(유기 발광 다이오드),뉴파워프라즈마,144960
OLED(유기 발광 다이오드),주성엔지니어링,036930
OLED(유기 발광 다이오드),원익머트리얼즈,104830
OLED(유기 발광 다이오드),나노신소재,121600
OLED(유기 발광 다이오드),디아이티,110990
OLED(유기 발광 다이오드),제이스텍,090470
OLED(유기 발광 다이오드),천보,278280
2차전지(LFP/리튬인산철),아모그린텍,125210
2차전지(LFP/리튬인산철),팬스타엔터프라이즈,054300
2차전지(LFP/리튬인산철),브이티,018290
2차전지(LFP/리튬인산철),자이글,234920
2차전지(LFP/리튬인산철),EG,037370
2차전지(LFP/리튬인산철),코윈테크,282880
2차전지(LFP/리튬인산철),파워넷,037030
2차전지(LFP/리튬인산철),씨아이에스,222080
2차전지(LFP/리튬인산철),LG에너지솔루션,373220
2차전지(LFP/리튬인산철),SK이노베이션,096770
2차전지(LFP/리튬인산철),엘앤에프,066970
2차전지(장비),우신시스템,017370
2차전지(장비),펨트론,168360
2차전지(장비),대성하이텍,129920
2차전지(장비),아바코,083930
2차전지(장비),브이원텍,251630
2차전지(장비),케이엔에스,432470
2차전지(장비),파인텍,131760
2차전지(장비),윈텍,320000
2차전지(장비),유일에너테크,340930
2차전지(장비),이노메트리,302430
2차전지(장비),HB테크놀러지,078150
2차전지(장비),에스에프에이,056190
2차전지(장비),필옵틱스,161580
2차전지(장비),대보마그네틱,290670
2차전지(장비),원익피앤이,217820
2차전지(장비),나인테크,267320
2차전지(장비),필에너지,378340
2차전지(장비),자비스,254120
2차전지(장비),코윈테크,282880
2차전지(장비),원준,382840
2차전지(장비),웰크론한텍,076080
2차전지(장비),엠플러스,259630
2차전지(장비),티에스아이,277880
2차전지(장비),탑엔지니어링,065130
2차전지(장비),하나기술,299030
2차전지(장비),에이치와이티씨,148930
2차전지(장비),엔시스,333620
2차전지(장비),디에이테크놀로지,196490
2차전지(장비),지아이텍,382480
2차전지(장비),톱텍,108230
2차전지(장비),피엔티,137400
2차전지(장비),씨아이에스,222080
2차전지(장비),에이프로,262260
2차전지(장비),오션브릿지,241790
2차전지(장비),디이엔티,079810
2차전지(장비),윤성에프앤씨,372170
2차전지(장비),디아이티,110990
창투사,리더스 기술투자,019570
창투사,큐캐피탈,016600
창투사,LB인베스트먼트,309960
창투사,캡스톤파트너스,452300
창투사,대성창투,027830
창투사,나우IB,293580
창투사,미래에셋벤처투자,100790
창투사,린드먼아시아,277070
창투사,DSC인베스트먼트,241520
창투사,플랜티넷,075130
창투사,TS인베스트먼트,246690
창투사,컴퍼니케이,307930
창투사,SV인베스트먼트,289080
창투사,스톤브릿지벤처스,330730
창투사,엠벤처투자,019590
창투사,아주IB투자,027360
창투사,스틱인베스트먼트,026890
창투사,SBI인베스트먼트,019550
창투사,에이티넘인베스트,021080
창투사,우리기술투자,041190
음원/음반,알비더블유,361570
음원/음반,지니뮤직,043610
음원/음반,NHN벅스,104200
음원/음반,CJ ENM,035760
음원/음반,카카오,035720
음원/음반,에프엔씨엔터,173940
음원/음반,JYP Ent.,035900
음원/음반,판타지오,032800
음원/음반,드림어스컴퍼니,060570
음원/음반,YG PLUS,037270
음원/음반,하이브,352820
음원/음반,에스엠,041510
음원/음반,다날,064260
음원/음반,와이지엔터테인먼트,122870
보안주(물리),피제이전자,006140
보안주(물리),이랜시스,264850
보안주(물리),포커스에이치엔에스,331380
보안주(물리),벨로크,424760
보안주(물리),이노뎁,303530
보안주(물리),에스원,012750
보안주(물리),앤씨앤,092600
보안주(물리),트루엔,417790
보안주(물리),현대에이치티,039010
보안주(물리),한화에어로스페이스,012450
보안주(물리),싸이버원,356890
보안주(물리),아이디스,143160
보안주(물리),슈프리마에이치큐,094840
보안주(물리),인콘,083640
보안주(물리),픽셀플러스,087600
보안주(물리),씨유박스,340810
보안주(물리),슈프리마,236200
보안주(물리),시티랩스,139050
보안주(물리),하이트론,019490
페라이트,아모그린텍,125210
페라이트,케스피온,079190
페라이트,한일화학,007770
페라이트,아모센스,357580
페라이트,삼화전기,009470
페라이트,한솔테크닉스,004710
페라이트,삼화전자,011230
페라이트,EG,037370
페라이트,상신전자,263810
페라이트,태경산업,015890
페라이트,씨큐브,101240
페라이트,미래나노텍,095500
페라이트,유니온머티리얼,047400
페라이트,알엔투테크놀로지,148250
건설기계,수산중공업,017550
건설기계,진성티이씨,036890
건설기계,디와이파워,210540
건설기계,대동금속,020400
건설기계,서연탑메탈,019770
건설기계,테라사이언스,073640
건설기계,현대에버다임,041440
건설기계,HD현대건설기계,267270
건설기계,혜인,003010
건설기계,대모,317850
건설기계,HD현대인프라코어,042670
건설기계,프리엠스,053160
건설기계,흥국,010240
건설기계,대창단조,015230
건설기계,두산밥캣,241560
건설기계,동일금속,109860
건설 중소형,범양건영,002410
건설 중소형,일성건설,013360
건설 중소형,삼부토건,001470
건설 중소형,KD,044180
건설 중소형,동신건설,025950
건설 중소형,진흥기업,002780
건설 중소형,서한,011370
건설 중소형,신세계건설,034300
건설 중소형,동부건설,005960
건설 중소형,남광토건,001260
건설 중소형,SGC이테크건설,016250
건설 중소형,삼일기업공사,002290
건설 중소형,이화공영,001840
건설 중소형,HL D&I,014790
건설 중소형,디와이디,219550
건설 중소형,남화토건,091590
건설 중소형,까뮤이앤씨,013700
건설 중소형,삼호개발,010960
건설 중소형,한신공영,004960
건설 중소형,화성산업,002460
건설 중소형,금호건설,002990
건설 중소형,동원개발,013120
건설 중소형,우원개발,046940
건설 중소형,상지카일룸,042940
건설 중소형,서희건설,035890
건설 중소형,아이에스동서,010780
건설 중소형,코오롱글로벌,003070
건설 중소형,계룡건설,013580
건설 중소형,신원종합개발,017000
건설 중소형,대원,007680
건설 중소형,태영건설,009410
건설 중소형,DL건설,001880
건설 중소형,KCC건설,021320
유전자 치료제/분석,EDGC,245620
유전자 치료제/분석,큐로셀,372320
유전자 치료제/분석,클리노믹스,352770
유전자 치료제/분석,아미코젠,092040
유전자 치료제/분석,HLB파나진,046210
유전자 치료제/분석,지놈앤컴퍼니,314130
유전자 치료제/분석,지니너스,389030
유전자 치료제/분석,올리패스,244460
유전자 치료제/분석,코오롱생명과학,102940
유전자 치료제/분석,셀레믹스,331920
유전자 치료제/분석,신테카바이오,226330
유전자 치료제/분석,테라젠이텍스,066700
유전자 치료제/분석,CJ 바이오사이언스,311690
유전자 치료제/분석,티움바이오,321550
유전자 치료제/분석,바이젠셀,308080
유전자 치료제/분석,제놀루션,225220
유전자 치료제/분석,소마젠,950200
유전자 치료제/분석,진원생명과학,011000
유전자 치료제/분석,신라젠,215600
유전자 치료제/분석,엔젠바이오,354200
유전자 치료제/분석,헬릭스미스,084990
유전자 치료제/분석,툴젠,199800
유전자 치료제/분석,녹십자,006280
유전자 치료제/분석,젠큐릭스,229000
유전자 치료제/분석,고바이오랩,348150
유전자 치료제/분석,지노믹트리,228760
유전자 치료제/분석,제넥신,095700
유전자 치료제/분석,바이오니아,064550
유전자 치료제/분석,제노포커스,187420
유전자 치료제/분석,랩지노믹스,084650
유전자 치료제/분석,디엔에이링크,127120
유전자 치료제/분석,에스디바이오센서,137310
유전자 치료제/분석,씨젠,096530
유전자 치료제/분석,엑세스바이오,950130
유전자 치료제/분석,진시스템,363250
유전자 치료제/분석,마크로젠,038290
클라우드 컴퓨팅,케이아이엔엑스,093320
클라우드 컴퓨팅,가비아,079940
클라우드 컴퓨팅,DB,012030
클라우드 컴퓨팅,케이사인,192250
클라우드 컴퓨팅,엠로,058970
클라우드 컴퓨팅,삼성에스디에스,018260
